id,customer_message,gold_intent,pred_intent,intent_confidence,gold_decision,pred_decision,decision_reason,agent_reply,grounded,top_retrieval_sim,judge_overall,latency_ms
gold_147,my phone was at 75% when i unplugged it 5 minutes ago and now its dead explain,battery_and_charging,battery_and_charging,0.2757,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.28) or confidence margin (0.07) is below automation threshold.,We'd like to help. We are here to help whenever possible. DM which iPhone and specific iOS version you are using to get started.,True,0.7254,4.75,71.11
gold_148,"hi, Canadian iPhone 7 plus here. Can I get service on it in Australia? Still in warranty! Thank you!",order_shipping_and_trade_in,hardware_audio_and_screen,0.2742,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.27) or confidence margin (0.13) is below automation threshold.,"We'd like to help. Great question! We want to ensure we provide the best information before your move. Send us a DM, and we'll continue there.",True,0.6201,4.35,70.27
gold_149,help!! or anybody...i’ve been adding albums/songs to my library all week but they aren’t actually adding/showing up???,app_store_billing_and_subscriptions,app_store_billing_and_subscriptions,0.1639,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent 'app_store_billing_and_subscriptions' is designated for mandatory human review. Intent confidence (0.16) or confidence margin (0.01) is below automation threshold.,We'd like to help. DM us what iOS version you're on.,True,0.7197,4.75,81.39
gold_150,when I’m calling someone and want to put it on speaker I don’t get magnified sound. I have an iPhone 7*.,hardware_audio_and_screen,hardware_audio_and_screen,0.6361,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.64) or confidence margin (0.56) is below automation threshold.,We'd like to help. We are here to help. Does the mic work in any apps?,True,0.6043,4.6,77.13
gold_151,Husband and I were at Disney World. I’m shorter = more steps. But the miles? We were side by side all day. Plz help or explain.,other,other,0.2288,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.23) or confidence margin (0.07) is below automation threshold. Query is unclassified or outside standard Apple Support troubleshooting domain.,We'd like to help. Thanks for these details. Let's look into this a bit closer by moving to DM. Use this link to join us:,True,0.5235,4.35,77.42
gold_152,hi! Do you have a Dutch support page? I need help setting up my new iPhone.,other,order_shipping_and_trade_in,0.2576,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.26) or confidence margin (0.12) is below automation threshold.,We'd like to help. Yes you do. Service will be limited to the options available in the country where serviced. Click here:,True,0.5809,4.1,96.52
gold_153,"Dear , I can’t find anymore in #ios11 Music how to view my radio play history (to add to library some played songs)",app_store_billing_and_subscriptions,app_store_billing_and_subscriptions,0.2992,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent 'app_store_billing_and_subscriptions' is designated for mandatory human review. Intent confidence (0.30) or confidence margin (0.07) is below automation threshold.,We'd like to help. We're glad you are reaching out. See this link for updates on iTunes:,True,0.6047,4.75,85.7
gold_154,my phone dies at 96% can u sort this out,battery_and_charging,general_complaint_and_escalation,0.2656,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.27) or confidence margin (0.10) is below automation threshold.,We'd like to help. Send us a DM. Let us know the country you're in.,True,0.7714,4.35,71.89
gold_155,would the iPhone 7 Smart Battery Case work on an iPhone 8?,battery_and_charging,battery_and_charging,0.5052,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.51) or confidence margin (0.37) is below automation threshold.,We'd like to help. We appreciate your interest and encourage you to stay up to date on Apple news here:,True,0.6621,4.6,95.91
gold_156,please help me resolve this. The song was on my phone earlier and now it’s gone.,apple_id_and_icloud,apple_id_and_icloud,0.2356,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent 'apple_id_and_icloud' is designated for mandatory human review. Intent confidence (0.24) or confidence margin (0.10) is below automation threshold.,"We'd like to help. Reach out to us via DM, then we can work with you on this from there.",True,0.6714,4.6,74.8
gold_157,"#Today I am hating apple, I have been in contact with apple support for5days, but the problems in my phone are still happening!!",general_complaint_and_escalation,general_complaint_and_escalation,0.2388,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.24) or confidence margin (0.01) is below automation threshold.,We'd like to help. We're here for you. Can you tell us more about the issue you're experiencing? DM us and we'll go from there.,True,0.7408,4.75,88.46
gold_158,how do I fix my songs being out of order and an album?,order_shipping_and_trade_in,order_shipping_and_trade_in,0.4497,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.45) or confidence margin (0.31) is below automation threshold.,We'd like to help. Let us help you get this sorted out. Join us in DM so we can better assist you:,True,0.6283,4.75,78.45
gold_159,why does my phone charge for 10 mins at a time and then stop 😑 TEEEEEELLLLLL MEEEEE WHHHYYY,battery_and_charging,battery_and_charging,0.3631,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.36) or confidence margin (0.15) is below automation threshold.,We want to help. Which iOS version and iPhone are you using? Use this first: Questions? DM us.,True,0.785,4.75,113.27
gold_160,since iOS 11 my speaker phone for calls seems to be very low volume for some reason. Any fix for that?,hardware_audio_and_screen,hardware_audio_and_screen,0.4159,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.42) or confidence margin (0.10) is below automation threshold.,Thanks for reaching out to us. We'd like to offer our help. Please meet us in DM and we can get into some troubleshooting.,True,0.8223,4.6,90.51
gold_161,"Ever since I got my MacBook back from the store, it has done this twice. This time it won’t go away. I’m getting annoyed.",general_complaint_and_escalation,ios_software_update_bugs,0.2003,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.20) or confidence margin (0.03) is below automation threshold.,We want to help you get this issue resolved. DM us and let us know more about the model of MacBook that you're using.,True,0.6679,4.5,88.97
gold_162,how do I verify my device with a code sent to my other devices? If only have one and that's the one I need the code for.......,general_how_to_and_features,general_how_to_and_features,0.2861,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.29) or confidence margin (0.11) is below automation threshold.,We'd like to help. It can only be sent to trusted devices. You can find more about two-factor authentication here:,True,0.6906,4.6,86.61
gold_163,My mac book smells burnt. How to deal with?,general_complaint_and_escalation,other,0.1861,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.19) or confidence margin (0.03) is below automation threshold. Query is unclassified or outside standard Apple Support troubleshooting domain.,We'd like to help. Send us a DM and let us know your country. We'll get started from there.,True,0.5028,4.1,76.4
gold_164,Okay can we pls fix this I️ situation cause I’m tired of it :),other,other,0.3305,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.33) or confidence margin (0.09) is below automation threshold. Query is unclassified or outside standard Apple Support troubleshooting domain.,We'd like to help. Here’s what you can do to work around the issue until it’s fixed in a future software update:,True,0.6427,4.75,80.8
gold_165,Why the fuck i still see boxes !!,apple_id_and_icloud,ios_software_update_bugs,0.2065,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.21) or confidence margin (0.01) is below automation threshold.,We'd like to help. Here’s what you can do to work around the issue until it’s fixed in a future software update:,True,0.8611,4.5,74.06
gold_166,"i can't access to my apple id despite remember credentials, my iphone responds ""id cannot be used to unlock this phone"" HELP",apple_id_and_icloud,apple_id_and_icloud,0.7512,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,"Involves Apple ID credentials, account lockout, or two-factor authentication recovery. Intent 'apple_id_and_icloud' is designated for mandatory human review.",Thanks for reaching out. DM us more info about your experience and we'll get you to the right spot.,True,0.69,4.75,101.18
gold_167,any reason why iTunes on my computer won't recognise my phone... and won't let me download a song I paid for???,app_store_billing_and_subscriptions,app_store_billing_and_subscriptions,0.2119,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent 'app_store_billing_and_subscriptions' is designated for mandatory human review. Intent confidence (0.21) or confidence margin (0.01) is below automation threshold.,We'd like to help. We'd love to help! What happens when you try to download the albums that you purchased? Which version of iOS are you using?,True,0.7321,4.75,112.88
gold_168,why does your new update require 3 passwords including an iCloud security code that I cannot change even though I know it,apple_id_and_icloud,apple_id_and_icloud,0.7111,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,"Involves Apple ID credentials, account lockout, or two-factor authentication recovery. Intent 'apple_id_and_icloud' is designated for mandatory human review.",We'd like to help. We’d love to help. Please send us a DM to gather more information.,True,0.6258,4.6,77.32
gold_169,Hey this I️ thing needs to be fixed like yesterday #thanks,other,other,0.3309,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.33) or confidence margin (0.11) is below automation threshold. Query is unclassified or outside standard Apple Support troubleshooting domain.,We'd like to help. Here’s what you can do to work around the issue until it’s fixed in a future software update:,True,0.7204,4.75,86.2
gold_170,I trying restoring it but it keep failing,apple_id_and_icloud,apple_id_and_icloud,0.2546,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent 'apple_id_and_icloud' is designated for mandatory human review. Intent confidence (0.25) or confidence margin (0.09) is below automation threshold.,We'd like to help. We'd love to help. Tell us about what happens when you try to update or restore the iPhone. Are you receiving any messages?,True,0.6071,4.75,77.42
gold_171,My iPhone is being so stupid it literally won’t let me upload photos anywhere at all unless I JUST recently saved them anything from a day ago and beyond just wont load and when I try to post it just doesn’t because of the picture???) I want my money back,apple_id_and_icloud,apple_id_and_icloud,0.2403,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent 'apple_id_and_icloud' is designated for mandatory human review. Intent confidence (0.24) or confidence margin (0.08) is below automation threshold.,We'd like to help. Let's see how we can help over Twitter. Which model is it and what's the exact iOS 11 version installed? Any steps tried?,True,0.6867,4.75,113.62
gold_172,Soooo I have to wait until my subscription renews to listen to my music now??,app_store_billing_and_subscriptions,app_store_billing_and_subscriptions,0.4016,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent 'app_store_billing_and_subscriptions' is designated for mandatory human review. Intent confidence (0.40) or confidence margin (0.24) is below automation threshold.,We'd like to help. We'd like to work with you and make sure you can enjoy Apple Music. Have you tried to restart your iPhone? Let us know in DM.,True,0.6219,4.75,81.93
gold_173,"I fully charged my phone 3hrs ago. It’s on 40%, dimeeeeeeee mmg !!!!!",battery_and_charging,battery_and_charging,0.3154,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.32) or confidence margin (0.07) is below automation threshold.,We'd like to help. Let's see if we can get to the bottom of this battery issue. Send us a DM with your current iOS version to get started.,True,0.7881,4.75,94.63
gold_174,My Uber driver and I️ bonded over jamming to Bodak Yellow. He told me he might be a grandpa but that this was his song. I️ died lol.,apple_id_and_icloud,ios_software_update_bugs,0.1563,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.16) or confidence margin (0.01) is below automation threshold. Top historical evidence similarity (0.41) is below minimum threshold (0.45).,We'd like to help. We are here to help. DM us the details of your issue and we can take a look at this.,True,0.4052,4.25,96.87
gold_175,absolute disgusting customer service from the Milton Keynes Apple Store today! Please point me in the direction of complaints!,general_complaint_and_escalation,general_complaint_and_escalation,0.4783,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.48) or confidence margin (0.32) is below automation threshold.,"We'd like to help. We're here for you. We've received your DM, and will continue working with you there.",True,0.7054,4.6,87.94
gold_176,"The “A ?” auto correct is so annoying. Dear, please fix this asap!",other,ios_software_update_bugs,0.3035,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.30) or confidence margin (0.04) is below automation threshold.,Thanks for reaching out. We have a workaround for this here: DM us if you still need help.,True,0.8006,4.5,89.33
gold_177,my messages are still is some arbitrary bullshit order when the iphone restarts,order_shipping_and_trade_in,order_shipping_and_trade_in,0.4764,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.48) or confidence margin (0.36) is below automation threshold.,Thanks for reaching out. We'd like to learn more about this issue. Send us a DM with all the details you can provide.,True,0.6377,4.6,80.04
gold_178,fix this I️ !!!!,ios_software_update_bugs,ios_software_update_bugs,0.2576,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.26) or confidence margin (0.01) is below automation threshold.,We'd like to help. Here’s what you can do to work around the issue until it’s fixed in a future software update:,True,0.88,4.75,83.07
gold_179,have y’all come up with a solution for the I️ situation yet???,general_complaint_and_escalation,ios_software_update_bugs,0.2238,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.22) or confidence margin (0.02) is below automation threshold.,We'd like to help. Here’s what you can do to work around the issue until it’s fixed in a future software update:,True,0.6514,4.5,85.59
gold_180,"If y’all don’t fix this shit ASAP, I’m boutta start using lower case L’s for my I’s.",other,other,0.2697,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.27) or confidence margin (0.06) is below automation threshold. Query is unclassified or outside standard Apple Support troubleshooting domain.,We'd like to help. Here’s what you can do to work around the issue until it’s fixed in a future software update:,True,0.6962,4.75,104.02
gold_181,my I phone 7 hotspot is not connecting to any device & my laptop,battery_and_charging,ios_software_update_bugs,0.1818,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.18) or confidence margin (0.02) is below automation threshold.,We'd like to help. We want to continue to help. Do you see any error messages when you try to connect? Let us know in DM.,True,0.8942,4.35,92.03
gold_182,for some reason if i sent an email from my icloud to my corporate email i never received,apple_id_and_icloud,apple_id_and_icloud,0.5622,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent 'apple_id_and_icloud' is designated for mandatory human review. Intent confidence (0.56) or confidence margin (0.43) is below automation threshold.,We'd like to help. We know how important it is to be able to find your iPhone. Let us know if DM if you have access to another trusted device.,True,0.5747,4.35,87.73
gold_183,So it's convenient that as soon as the new iPhone comes out everything on the old devices start to break🤔,general_how_to_and_features,hardware_audio_and_screen,0.2228,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.22) or confidence margin (0.05) is below automation threshold.,Thanks for reaching out to us concerning this issue. Join us in DM here and provide us with the software version you're using:,True,0.6539,4.5,82.91
gold_184,Stayed up to order the #iPhoneX and the website isn't working? WTF I'm too tired for this,order_shipping_and_trade_in,order_shipping_and_trade_in,0.4863,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.49) or confidence margin (0.38) is below automation threshold.,We'd like to help. We would like to get you to the right place for help with your order. Were you able to get it placed?,True,0.7379,4.6,103.08
gold_185,Anyone else find CarPlay so annoying to use? How do I️ stop letting Siri read my texts out loud when I’m driving?!?,general_how_to_and_features,general_how_to_and_features,0.2584,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.26) or confidence margin (0.06) is below automation threshold.,We'd like to help. We're here to help! When did this behavior first begin? Does this occur each time you try to use this feature?,True,0.5909,4.35,91.9
gold_186,". are a bunch of thieves. Took NZD3,700 from my bank account, admitted they shouldn't have, and now won't refund it. #Apple #macbook",app_store_billing_and_subscriptions,app_store_billing_and_subscriptions,0.3235,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,"Involves financial billing, unauthorized transaction, or refund demand requiring secure verification. Intent 'app_store_billing_and_subscriptions' is designated for mandatory human review. Intent confidence (0.32) or confidence margin (0.09) is below automation threshold.",We'd like to help. We'd like to look into this. Send us a DM to continue.,True,0.6129,4.6,87.56
gold_187,"FYI - iBooks has some kind of error in High Sierra, not all book purchases can be accessed",app_store_billing_and_subscriptions,ios_software_update_bugs,0.2709,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.27) or confidence margin (0.14) is below automation threshold.,We'd like to help. We're here for you. Are you able to download a free book directly from iBooks Store? Are you using a Mac or iOS Device?,True,0.7017,4.35,76.4
gold_188,Had a typo in my pre-order email... someone owns that typo iCloud. 😰 Shall I be worried?! Been trying to chat/call since 7am,order_shipping_and_trade_in,order_shipping_and_trade_in,0.3721,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.37) or confidence margin (0.04) is below automation threshold.,We'd like to help. What has been going on with your iPhone? We'd like to see how we can help.,True,0.5793,4.35,89.07
gold_189,fix apple music thanks,hardware_audio_and_screen,hardware_audio_and_screen,0.2068,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.21) or confidence margin (0.00) is below automation threshold.,We'd like to help. We'd like to see how we can help here. What's going on with your Apple Music?,True,0.9207,4.6,64.95
gold_190,Hi is Display Zoom available on the iPhone X? I can't seem to find. Thank you,hardware_audio_and_screen,hardware_audio_and_screen,0.2911,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.29) or confidence margin (0.10) is below automation threshold.,We'd like to help. You can access the Zoom settings in Settings > General > Accessibility > Zoom. DM us any other questions.,True,0.8322,4.75,74.16
gold_191,"when I manually enter a new contact, default option is 'home fax'. Please change so that default is 'mobile'",order_shipping_and_trade_in,general_how_to_and_features,0.1982,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.20) or confidence margin (0.00) is below automation threshold.,We'd like to help. Here’s what you can do to work around the issue until it’s fixed in a future software update:,True,0.4575,4.25,73.58
gold_192,What’s happening with the new #ios ? It’s #draining my battery #iphone,battery_and_charging,battery_and_charging,0.5364,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.54) or confidence margin (0.31) is below automation threshold.,Let's look into that. Send us a DM and we'll go from there.,True,0.7941,4.6,73.11
gold_193,can you please tell me why my 7+ almost burned a hole in my pants and why my flashlight or camera doesn’t work now.,battery_and_charging,hardware_audio_and_screen,0.3745,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.37) or confidence margin (0.25) is below automation threshold.,"We'd like to help. We'd like to look into this with you. To start, which device are you experiencing this on?",True,0.5564,4.1,73.29
gold_194,when tf you going to fix this question mark shit.,other,other,0.2564,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.26) or confidence margin (0.01) is below automation threshold. Query is unclassified or outside standard Apple Support troubleshooting domain.,We'd like to help. We're glad to look into this with you. DM us using the link below and let us know what you're experiencing.,True,0.6992,4.75,66.16
gold_195,Just got the iPhone 8 plus and it’s already overheating and screen has a glitch when I made a FT call. #iphone8problems,hardware_audio_and_screen,hardware_audio_and_screen,0.365,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.36) or confidence margin (0.16) is below automation threshold.,We'd like to help. We want you to get the most out of your iPhone. What's happening specifically?,True,0.697,4.6,82.24
gold_196,"still haven’t seen the charge for my iPhone X pre-order hit my bank account, do I not actually get charged until pick up?",app_store_billing_and_subscriptions,order_shipping_and_trade_in,0.4603,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.46) or confidence margin (0.20) is below automation threshold.,Thanks for reaching out. Your card will only be charged after your iPhone ships. Read more about that here:,True,0.6745,4.35,78.24
gold_197,"I'm on 11.0.2. Thanks! We are all having same issues, battery dies quickly, takes forever to charge & performance is VERY slow",battery_and_charging,battery_and_charging,0.4737,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.47) or confidence margin (0.23) is below automation threshold.,"We'd like to help. We want to look into this with you. DM us using the link below, we'll work together from there.",True,0.7577,4.75,74.26
gold_198,"Hey , is App Store approval for kid requests broken right now? Can’t approve from phone or on device.",app_store_billing_and_subscriptions,app_store_billing_and_subscriptions,0.3139,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent 'app_store_billing_and_subscriptions' is designated for mandatory human review. Intent confidence (0.31) or confidence margin (0.19) is below automation threshold.,We'd like to help. Thank you for letting us know! PLease look for our reponse to your DM shortly.,True,0.585,4.35,73.31
gold_199,Hey ... I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ FIX IT,other,other,0.3273,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.33) or confidence margin (0.09) is below automation threshold. Query is unclassified or outside standard Apple Support troubleshooting domain.,We'd like to help. Here’s what you can do to work around the issue until it’s fixed in a future software update:,True,0.9247,4.75,72.37
gold_200,help me. My free trial period on my Apple Music account has expired now I'm trying to update my method of payment but I can't,app_store_billing_and_subscriptions,app_store_billing_and_subscriptions,0.574,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent 'app_store_billing_and_subscriptions' is designated for mandatory human review. Intent confidence (0.57) or confidence margin (0.39) is below automation threshold.,We'd like to help. We can assist you. Please reach out to our iTunes Support team via the following link:,True,0.7569,4.75,79.76
